"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","Addressing bright young minds at @iitmadras convocation. Watch. https://t.co/Tsw37pT7de",FALSE,9938,NA,2019-09-30 06:35:04,FALSE,NA,"1178558865677275136",NA,"<a href=""https://periscope.tv"" rel=""nofollow"">Periscope</a>","narendramodi",2089,FALSE,FALSE,NA,NA
"2","Interacting with young innovators at the #SingaporeIndiaHackathon. Watch. https://t.co/NBuTlMymcL",FALSE,11727,NA,2019-09-30 04:57:38,FALSE,NA,"1178534345008566272",NA,"<a href=""https://periscope.tv"" rel=""nofollow"">Periscope</a>","narendramodi",2341,FALSE,FALSE,NA,NA
"3","Speaking at Chennai Airport. Watch. https://t.co/7qWBSkMO5R",FALSE,17132,NA,2019-09-30 03:51:43,FALSE,NA,"1178517757261824000",NA,"<a href=""https://periscope.tv"" rel=""nofollow"">Periscope</a>","narendramodi",3270,FALSE,FALSE,NA,NA
"4","<U+0928><U+0935><U+0930><U+093E><U+0924><U+094D><U+0930><U+093F> <U+092E><U+0947><U+0902> <U+0906><U+091C> <U+092E><U+093E><U+0924><U+093E> <U+0915><U+0947> <U+0926><U+0942><U+0938><U+0930><U+0947> <U+0938><U+094D><U+0935><U+0930><U+0942><U+092A> <U+092E><U+093E><U+0902> <U+092C><U+094D><U+0930><U+0939><U+094D><U+092E><U+091A><U+093E><U+0930><U+093F><U+0923><U+0940> <U+0915><U+0940> <U+092A><U+0942><U+091C><U+093E> <U+0939><U+0948><U+0964> <U+0915><U+0920><U+093F><U+0928> <U+0924><U+092A> <U+0938><U+0947> <U+092B><U+0932> <U+092A><U+094D><U+0930><U+093E><U+092A><U+094D><U+0924><U+093F> <U+0915><U+0940> <U+092A><U+094D><U+0930><U+0947><U+0930><U+0923><U+093E> <U+0926><U+0947><U+0928><U+0947> <U+0935><U+093E><U+0932><U+0940> <U+092E><U+093E><U+0902>… https://t.co/597oCWehBg",FALSE,63067,NA,2019-09-30 00:46:06,TRUE,NA,"1178471043066822656",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>","narendramodi",11158,FALSE,FALSE,NA,NA
"5","Joined extensive Central Election Committee meetings for elections in Haryana and Maharashtra. We are going to poll… https://t.co/g41ZUNVKnk",FALSE,15838,NA,2019-09-29 16:59:47,TRUE,NA,"1178353689901187073",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","narendramodi",2561,FALSE,FALSE,NA,NA
"6","It does not happen often that the world discusses the runner-up as much as the winner. That is why, when… https://t.co/cXQhQc9PyF",FALSE,9465,NA,2019-09-29 11:23:43,TRUE,NA,"1178269118761299968",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>","narendramodi",1961,FALSE,FALSE,NA,NA
"7","During #MannKiBaat, I spoke to the phenomenal Ripudaman Ji, who is improving both fitness and cleanliness levels th… https://t.co/tPWTm9LBKD",FALSE,9938,NA,2019-09-29 11:23:07,TRUE,NA,"1178268965610512384",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>","narendramodi",1992,FALSE,FALSE,NA,NA
"8","There is much misinformation about e-cigarettes. 

They are extremely harmful for health. What is even worse is tha… https://t.co/3DF9V1q4jq",FALSE,17163,NA,2019-09-29 11:22:15,TRUE,NA,"1178268747603120128",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>","narendramodi",3670,FALSE,FALSE,NA,NA
"9","This Diwali, let us salute the indomitable Nari Shakti of India.

Let us make this year’s Diwali about… https://t.co/cRqVUQ50xj",FALSE,18986,NA,2019-09-29 11:21:46,TRUE,NA,"1178268626949824512",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>","narendramodi",3637,FALSE,FALSE,NA,NA
"10","Delivery in, delivery out…

Here is how you can bring smiles on the faces of several others during this festive sea… https://t.co/87UtRCpkwZ",FALSE,9508,NA,2019-09-29 11:20:58,TRUE,NA,"1178268426533404673",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>","narendramodi",1986,FALSE,FALSE,NA,NA
"11","She is one of the most accomplished and humble Indians.

Her popularity spans across generations. 

Via #MannKiBaat… https://t.co/uU55LbnKDc",FALSE,19095,NA,2019-09-29 11:19:54,TRUE,NA,"1178268157649154049",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>","narendramodi",3056,FALSE,FALSE,NA,NA
"12","Tune-in to this month’s #MannKiBaat. https://t.co/aWdFG8aYdN",FALSE,14114,NA,2019-09-29 05:30:24,FALSE,NA,"1178180201684979712",NA,"<a href=""https://periscope.tv"" rel=""nofollow"">Periscope</a>","narendramodi",3088,FALSE,FALSE,NA,NA
"13","I have a very special guest joining us today during #MannKiBaat. 

Do tune in at 11 AM. https://t.co/q7opGHNnoT",FALSE,17797,NA,2019-09-29 05:12:42,FALSE,NA,"1178175747673837568",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","narendramodi",2518,FALSE,FALSE,NA,NA
"14","A great mix of youth power and innovation! 

The #SingaporeIndiaHackathon brings together the finest young minds fi… https://t.co/ZbRIzr2OF7",FALSE,11914,NA,2019-09-29 04:19:08,TRUE,NA,"1178162268711710720",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","narendramodi",2112,FALSE,FALSE,NA,NA
"15","Tomorrow I would be in Chennai for the convocation ceremony of @iitmadras. I look forward to being with some of Ind… https://t.co/Geg8txqMMi",FALSE,32082,NA,2019-09-29 03:56:38,TRUE,NA,"1178156605113634825",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","narendramodi",4357,FALSE,FALSE,NA,NA
"16","#<U+0928><U+0935><U+0930><U+093E><U+0924><U+094D><U+0930><U+093F> <U+0915><U+0947> <U+092A><U+0939><U+0932><U+0947> <U+0926><U+093F><U+0928> <U+0939><U+092E> <U+0926><U+0947><U+0935><U+0940> <U+0926><U+0941><U+0930><U+094D><U+0917><U+093E> <U+0915><U+0947> <U+092A><U+094D><U+0930><U+0925><U+092E> <U+0930><U+0942><U+092A> <U+092E><U+093E><U+0902> <U+0936><U+0948><U+0932><U+092A><U+0941><U+0924><U+094D><U+0930><U+0940> <U+0915><U+0940> <U+092A><U+0942><U+091C><U+093E> <U+0914><U+0930> <U+0906><U+0930><U+093E><U+0927><U+0928><U+093E> <U+0915><U+0930><U+0924><U+0947> <U+0939><U+0948><U+0902><U+0964> <U+0936><U+0915><U+094D><U+0924><U+093F> <U+0914><U+0930> <U+0936><U+093E><U+0902><U+0924><U+093F> <U+0915><U+0940> <U+092A><U+094D><U+0930><U+0924><U+0940>… https://t.co/w6Jb7wcBD7",FALSE,60164,NA,2019-09-29 02:04:23,TRUE,NA,"1178128358351048704",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>","narendramodi",11406,FALSE,FALSE,NA,NA
"17","<U+0938><U+092D><U+0940> <U+0926><U+0947><U+0936><U+0935><U+093E><U+0938><U+093F><U+092F><U+094B><U+0902> <U+0915><U+094B> #<U+0928><U+0935><U+0930><U+093E><U+0924><U+094D><U+0930><U+093F> <U+0915><U+0940> <U+092C><U+0939><U+0941><U+0924>-<U+092C><U+0939><U+0941><U+0924> <U+0936><U+0941><U+092D><U+0915><U+093E><U+092E><U+0928><U+093E><U+090F><U+0902><U+0964> <U+091C><U+092F> <U+092E><U+093E><U+0924><U+093E> <U+0926><U+0940>!
 
<U+0936><U+0915><U+094D><U+0924><U+093F> <U+0915><U+0940> <U+0909><U+092A><U+093E><U+0938><U+0928><U+093E> <U+0915><U+0947> <U+092A><U+093E><U+0935><U+0928> <U+092A><U+0930><U+094D><U+0935> <U+0928><U+0935><U+0930><U+093E><U+0924><U+094D><U+0930><U+093F> <U+0915><U+0940> <U+0906><U+092A> <U+0938><U+092D><U+0940>… https://t.co/QLSXkqrLhx",FALSE,98500,NA,2019-09-29 02:02:28,TRUE,NA,"1178127872696827904",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","narendramodi",15421,FALSE,FALSE,NA,NA
"18","A memorable welcome in Delhi. Watch. https://t.co/FLx8wlSJNk",FALSE,40652,NA,2019-09-28 15:13:20,FALSE,NA,"1177964513087221760",NA,"<a href=""https://periscope.tv"" rel=""nofollow"">Periscope</a>","narendramodi",7888,FALSE,FALSE,NA,NA
"19","Shubho Mahalaya! 

We pray for the abundance of happiness in our lives. May everyone be healthy and prosperous. 

M… https://t.co/55T36QpHOm",FALSE,49872,NA,2019-09-28 06:23:20,TRUE,NA,"1177831135977623553",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","narendramodi",7071,FALSE,FALSE,NA,NA
"20","Celebrating the power of 130 crore Indians, igniting a spirit of positivity across our nation. 

Do tune in to anot… https://t.co/MS4I42kma0",FALSE,25331,NA,2019-09-28 04:49:50,TRUE,NA,"1177807606662012928",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","narendramodi",3700,FALSE,FALSE,NA,NA
"21","Shaheed #BhagatSingh’s name is synonymous with valour and sacrifice. His courageous actions continue to motivate mi… https://t.co/UH3ZwPfHHO",FALSE,55885,NA,2019-09-28 04:48:24,TRUE,NA,"1177807247226880000",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","narendramodi",10397,FALSE,FALSE,NA,NA
"22","I would like to express gratitude to the people of USA for the exceptional welcome, warmth and hospitality. I would… https://t.co/nnBhgGhgqy",FALSE,11250,"narendramodi",2019-09-27 19:28:50,TRUE,"1177666396521664512","1177666426812977152","18839785","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","narendramodi",2009,FALSE,FALSE,NA,NA
"23","Wherever I went, whoever I met, be it world leaders, industrialists or citizens from all walks of life, there is a… https://t.co/3P3WnT5826",FALSE,13861,"narendramodi",2019-09-27 19:28:43,TRUE,"1177666357690880001","1177666396521664512","18839785","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","narendramodi",2274,FALSE,FALSE,NA,NA
"24","Community connect is at the heart of India-USA relations. I will never forget the #HowdyModi programme, made more s… https://t.co/qVlTpC4mlE",FALSE,4344,"narendramodi",2019-09-27 19:28:34,TRUE,"1177666350208167938","1177666357690880001","18839785","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","narendramodi",821,FALSE,FALSE,NA,NA
"25","Drawing more investment to India and acquainting the world with India’s reform trajectory was one of the aims too.… https://t.co/v02jTslBt7",FALSE,2220,"narendramodi",2019-09-27 19:28:32,TRUE,"1177666338006982660","1177666350208167938","18839785","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","narendramodi",602,FALSE,FALSE,NA,NA
"26","From the @UN forum, I shared views on India’s progress in healthcare, mitigating climate change and the need for al… https://t.co/kovLB1qsvx",FALSE,2450,"narendramodi",2019-09-27 19:28:29,TRUE,"1177666319895928834","1177666338006982660","18839785","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","narendramodi",663,FALSE,FALSE,NA,NA
"27","At the @UN, I shared my thoughts on how India’s development strides have transformed the landscape of our nation an… https://t.co/1O8Y2Ef5tX",FALSE,3144,"narendramodi",2019-09-27 19:28:25,TRUE,"1177666302179184640","1177666319895928834","18839785","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","narendramodi",825,FALSE,FALSE,NA,NA
"28","This USA visit was an extremely productive one. Over the last few days, I have been able to take part in a diverse… https://t.co/rEQmctp6fE",FALSE,24823,NA,2019-09-27 19:28:21,TRUE,NA,"1177666302179184640",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","narendramodi",3903,FALSE,FALSE,NA,NA
"29","I thank my sisters and brothers of Badharghat in Tripura and Hamirpur in UP for placing their faith in @BJP4India.… https://t.co/4bxphYpfl3",FALSE,27508,NA,2019-09-27 19:21:03,TRUE,NA,"1177664467074768903",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","narendramodi",3788,FALSE,FALSE,NA,NA
"30","Had the opportunity to interact with the PM of Greece, @kmitsotakis. India-Greece relations have stood the test of… https://t.co/pH8Ru4LyOj",FALSE,9568,NA,2019-09-27 19:19:54,TRUE,NA,"1177664176552067072",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","narendramodi",1740,FALSE,FALSE,NA,NA
"31","My friend, @MauritiusPM, I was delighted to meet President Paramasivum Pillay Vyapoory. We had a good interaction o… https://t.co/kInwUcSLKh",FALSE,15393,NA,2019-09-27 19:16:30,TRUE,NA,"1177663323627773952",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","narendramodi",2138,FALSE,FALSE,NA,NA
"32","It is always wonderful to meet my friend, @PMBhutan. We reviewed the ground covered so far in furthering India-Bhut… https://t.co/mGRtlk8T0s",FALSE,10512,NA,2019-09-27 19:16:00,TRUE,NA,"1177663194946527232",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","narendramodi",1638,FALSE,FALSE,NA,NA
"33","<U+0F51><U+0F74><U+0F66><U+0F0B><U+0F53><U+0F58><U+0F0B><U+0F62><U+0F44><U+0F0B><U+0F60><U+0F56><U+0F51><U+0F0B><U+0F62><U+0F74><U+0F44><U+0F0B> <U+0F44><U+0F7A><U+0F0B><U+0F46><U+0F0B><U+0F62><U+0F7C><U+0F42><U+0F66><U+0F0B> @PMBhutan <U+0F51><U+0F44><U+0F0B><U+0F58><U+0F47><U+0F63><U+0F0B><U+0F53><U+0F72><U+0F0B><U+0F60><U+0F51><U+0F72><U+0F0B> <U+0F51><U+0F42><U+0F60><U+0F0B><U+0F66><U+0FA4><U+0FB2><U+0F7C><U+0F0B><U+0F46><U+0F7A><U+0F0B><U+0F62><U+0F44><U+0F0B><U+0F46><U+0F7A><U+0F0B><U+0F56><U+0F66><U+0F0D>
<U+0F44><U+0F0B><U+0F56><U+0F45><U+0F66><U+0F0B><U+0F42><U+0F49><U+0F72><U+0F66><U+0F0B><U+0F40><U+0FB1><U+0F72><U+0F66><U+0F0B> <U+0F62><U+0F92><U+0FB1><U+0F0B><U+0F60><U+0F56><U+0FB2><U+0F74><U+0F42><U+0F0B><U+0F58><U+0F50><U+0F74><U+0F53><U+0F0B><U+0F63><U+0F58><U+0F0B><U+0F42><U+0FB1><U+0F72>… https://t.co/GiP2utL9xZ",FALSE,6437,NA,2019-09-27 19:14:41,TRUE,NA,"1177662864670314496",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","narendramodi",1102,FALSE,FALSE,NA,NA
"34","Excellent meeting with PM Sheikh Hasina. We talked about a wide range of subjects, particularly how to deepen econo… https://t.co/PSrirnmE9c",FALSE,10297,NA,2019-09-27 19:12:49,TRUE,NA,"1177662393058578433",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","narendramodi",1632,FALSE,FALSE,NA,NA
"35","<U+09AA><U+09CD><U+09B0><U+09A7><U+09BE><U+09A8><U+09AE><U+09A8><U+09CD><U+09A4><U+09CD><U+09B0><U+09C0> <U+09B6><U+09C7><U+0996> <U+09B9><U+09BE><U+09B8><U+09BF><U+09A8><U+09BE><U+09B0> <U+09B8><U+0999><U+09CD><U+0997><U+09C7> <U+099A><U+09AE><U+09CE><U+0995><U+09BE><U+09B0> <U+09AC><U+09C8><U+09A0><U+0995><U+0964> <U+0986><U+09AE><U+09B0><U+09BE> <U+09AC><U+09BF><U+09AD><U+09BF><U+09A8><U+09CD><U+09A8> <U+09AC><U+09BF><U+09B7><U+09AF><U+09BC><U+09C7> <U+09AC><U+09BF><U+09B8><U+09CD><U+09A4><U+09BE><U+09B0><U+09BF><U+09A4> <U+0986><U+09B2><U+09CB><U+099A><U+09A8><U+09BE> <U+0995><U+09B0><U+09C7><U+099B><U+09BF>, <U+09AC><U+09BF><U+09B6><U+09C7><U+09B7><U+09A4> <U+0995><U+09C0><U+09AD><U+09BE><U+09AC><U+09C7> <U+0986><U+09AE><U+09BE><U+09A6><U+09C7><U+09B0> <U+09A6><U+09C1><U+0987>… https://t.co/O3lUjOX9XI",FALSE,10064,NA,2019-09-27 19:11:37,TRUE,NA,"1177662094340247552",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","narendramodi",1545,FALSE,FALSE,NA,NA
"36","<U+0935><U+093F><U+0936><U+094D><U+0935> <U+0915><U+0947> <U+0938><U+092C><U+0938><U+0947> <U+092C><U+0921><U+093C><U+0947> <U+0932><U+094B><U+0915><U+0924><U+0902><U+0924><U+094D><U+0930> <U+0915><U+093E>, <U+0906><U+091C> <U+092D><U+0940> <U+0905><U+0902><U+0924><U+0930><U+0930><U+093E><U+0937><U+094D><U+091F><U+094D><U+0930><U+0940><U+092F> <U+0938><U+092E><U+0941><U+0926><U+093E><U+092F> <U+0915><U+0947> <U+0932><U+093F><U+090F> <U+092F><U+0939><U+0940> <U+0938><U+0902><U+0926><U+0947><U+0936> <U+0939><U+0948>, <U+091C><U+094B> <U+0938><U+094D><U+0935><U+093E><U+092E><U+0940> <U+0935><U+093F><U+0935><U+0947><U+0915><U+093E><U+0928><U+0902><U+0926> <U+0928><U+0947> <U+0935><U+0930><U+094D><U+0937><U+094B><U+0902> <U+092A><U+0939><U+0932><U+0947>… https://t.co/dcPAtQ6F47",FALSE,24516,NA,2019-09-27 18:06:53,TRUE,NA,"1177645803864760321",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>","narendramodi",4747,FALSE,FALSE,NA,NA
"37","<U+0939><U+092E> <U+0909><U+0938> <U+0926><U+0947><U+0936> <U+0915><U+0947> <U+0935><U+093E><U+0938><U+0940> <U+0939><U+0948><U+0902>, <U+091C><U+093F><U+0938><U+0928><U+0947> <U+0926><U+0941><U+0928><U+093F><U+092F><U+093E> <U+0915><U+094B> <U+092F><U+0941><U+0926><U+094D><U+0927> <U+0928><U+0939><U+0940><U+0902> <U+092C><U+0941><U+0926><U+094D><U+0927> <U+0926><U+093F><U+090F> <U+0939><U+0948><U+0902>, <U+0936><U+093E><U+0902><U+0924><U+093F> <U+0915><U+093E> <U+0938><U+0902><U+0926><U+0947><U+0936> <U+0926><U+093F><U+092F><U+093E> <U+0939><U+0948><U+0964> https://t.co/tVTy7gyvX7",FALSE,60663,NA,2019-09-27 18:06:36,FALSE,NA,"1177645730036699136",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>","narendramodi",10826,FALSE,FALSE,NA,NA
"38","If we are to look at Per Capita Emissions, India’s role in furthering global warming has always been historically l… https://t.co/mwRUJZw5eO",FALSE,11482,NA,2019-09-27 18:06:11,TRUE,NA,"1177645626005295104",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>","narendramodi",2620,FALSE,FALSE,NA,NA
"39","<U+0939><U+092E><U+093E><U+0930><U+093E> <U+092A><U+094D><U+0930><U+093E><U+0923><U+0924><U+0924><U+094D><U+0935> <U+0939><U+0948> <U+0915><U+093F> <U+091C><U+0928><U+092D><U+093E><U+0917><U+0940><U+0926><U+093E><U+0930><U+0940> <U+0938><U+0947> <U+091C><U+0928><U+0915><U+0932><U+094D><U+092F><U+093E><U+0923> <U+0939><U+094B> <U+0914><U+0930> <U+092F><U+0947> <U+0938><U+093F><U+0930><U+094D><U+092B> <U+092D><U+093E><U+0930><U+0924> <U+0915><U+0947> <U+0932><U+093F><U+090F> <U+0928><U+0939><U+0940><U+0902>, <U+091C><U+0917><U+0915><U+0932><U+094D><U+092F><U+093E><U+0923> <U+0915><U+0947> <U+0932><U+093F><U+090F> <U+0939><U+094B><U+0964>

<U+0924><U+092D><U+0940> <U+0924><U+094B> <U+0939><U+092E><U+093E><U+0930><U+0940> <U+092A><U+094D>… https://t.co/X1sbtqzWnz",FALSE,15134,NA,2019-09-27 18:05:35,TRUE,NA,"1177645475836694528",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>","narendramodi",3294,FALSE,FALSE,NA,NA
"40","<U+0907><U+0938> <U+0935><U+0930><U+094D><U+0937> <U+0926><U+0941><U+0928><U+093F><U+092F><U+093E> <U+0915><U+093E> <U+0938><U+092C><U+0938><U+0947> <U+092C><U+0921><U+093C><U+093E> <U+091A><U+0941><U+0928><U+093E><U+0935> <U+0939><U+0941><U+0906><U+0964> <U+0926><U+0941><U+0928><U+093F><U+092F><U+093E> <U+0915><U+0947> <U+0938><U+092C><U+0938><U+0947> <U+092C><U+0921><U+093C><U+0947> <U+0932><U+094B><U+0915><U+0924><U+0902><U+0924><U+094D><U+0930> <U+092E><U+0947><U+0902>, <U+0926><U+0941><U+0928><U+093F><U+092F><U+093E> <U+092E><U+0947><U+0902> <U+0938><U+092C><U+0938><U+0947> <U+091C><U+094D><U+092F><U+093E><U+0926><U+093E> <U+0932><U+094B><U+0917><U+094B><U+0902> <U+0928><U+0947> <U+0935><U+094B><U+091F> <U+0926><U+0947><U+0915><U+0930>,… https://t.co/dWQeCYayuI",FALSE,39970,NA,2019-09-27 18:05:18,TRUE,NA,"1177645403556253696",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>","narendramodi",7429,FALSE,FALSE,NA,NA
"41","Addressing the @UN General Assembly. Watch. https://t.co/N7J54af30s",FALSE,40231,NA,2019-09-27 14:03:46,FALSE,NA,"1177584620214243328",NA,"<a href=""https://periscope.tv"" rel=""nofollow"">Periscope</a>","narendramodi",11082,FALSE,FALSE,NA,NA
"42","Had a productive meeting with President @AnastasiadesCY. We discussed the full gamut of issues pertaining to India-… https://t.co/MA94ICsDTV",FALSE,25028,NA,2019-09-26 23:58:51,TRUE,NA,"1177371989541097478",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","narendramodi",3472,FALSE,FALSE,NA,NA
"43","<U+0627><U+0632> <U+0645><U+0644><U+0627><U+0642><U+0627><U+062A> <U+0628><U+0627> <U+0631><U+0626><U+06CC><U+0633> <U+062C><U+0645><U+0647><U+0648><U+0631> HassanRouhani@ <U+0628><U+0633><U+06CC><U+0627><U+0631> <U+062E><U+0648><U+0634><U+0648><U+0642><U+062A> <U+0634><U+062F><U+0645>. <U+0645><U+0627> <U+062F><U+0631><U+0628><U+0627><U+0631><U+0647> <U+0637><U+06CC><U+0641> <U+0648><U+0633><U+06CC><U+0639><U+06CC> <U+0627><U+0632> <U+0645><U+0633><U+0627><U+0626><U+0644> <U+0645><U+0631><U+062A><U+0628><U+0637> <U+0628><U+0627> <U+0631><U+0648><U+0627><U+0628><U+0637> <U+0647><U+0646><U+062F> <U+0648> <U+0627><U+06CC><U+0631><U+0627><U+0646> <U+0628><U+0647>… https://t.co/hXEWOwekGZ",FALSE,20521,NA,2019-09-26 19:45:46,TRUE,NA,"1177308300628713473",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","narendramodi",2358,FALSE,FALSE,NA,NA
"44","Delighted to meet President @HassanRouhani. We had in-depth discussions on the full range of India-Iran ties, and r… https://t.co/XzvyOXisw6",FALSE,18952,NA,2019-09-26 19:45:19,TRUE,NA,"1177308185444716546",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","narendramodi",2519,FALSE,FALSE,NA,NA
"45","My deepest condolences on passing away of Jacques Chirac. India mourns the loss of a true global statesman. A frien… https://t.co/1bmSo3qIkw",FALSE,37109,NA,2019-09-26 19:44:25,TRUE,NA,"1177307959199698945",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","narendramodi",4275,FALSE,FALSE,NA,NA
"46","Had a great interaction with leading American CEOs. Here are highlights from the meeting. 
https://t.co/fNrimBLBPs… https://t.co/b2dPhHgeUC",FALSE,13205,NA,2019-09-26 04:49:38,TRUE,NA,"1177082779764514822",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","narendramodi",2626,FALSE,FALSE,NA,NA
"47","The India-Caricom Leaders' Meeting held in New York was an important occasion for us. I thank the esteemed world le… https://t.co/xgCXdJoJSu",FALSE,19975,NA,2019-09-26 04:48:14,TRUE,NA,"1177082428453773312",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","narendramodi",3133,FALSE,FALSE,NA,NA
"48","Had an excellent meeting with PM @jacindaardern. Her presence at the event hosted by India at the @UN was a great g… https://t.co/KoZYvZErz6",FALSE,16526,NA,2019-09-26 04:45:09,TRUE,NA,"1177081652130066433",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","narendramodi",2553,FALSE,FALSE,NA,NA
"49","Held extensive deliberations with PM @NikolPashinyan. We talked about expanding India-Armenia cooperation in aspect… https://t.co/SGDhN0cY8t",FALSE,11910,NA,2019-09-26 04:43:58,TRUE,NA,"1177081353487228929",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","narendramodi",2166,FALSE,FALSE,NA,NA
"50","My interaction with President @KerstiKaljulaid was fruitful. Estonia is a valued friend, with whom India looks forw… https://t.co/sSJc8H7S87",FALSE,21138,NA,2019-09-26 04:41:20,TRUE,NA,"1177080690984325120",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","narendramodi",2895,FALSE,FALSE,NA,NA
"51","We had an excellent meeting, PM @CharlesMichel. We were able to exchange views on improving India’s ties with Belgi… https://t.co/uvSzwC9Wlx",FALSE,21481,NA,2019-09-26 04:39:19,TRUE,NA,"1177080182236176385",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","narendramodi",2974,FALSE,FALSE,NA,NA
"52","Best wishes to our former Prime Minister Dr. Manmohan Singh Ji on his birthday. I pray for his long and healthy life.",FALSE,94385,NA,2019-09-25 23:11:18,FALSE,NA,"1176997633329651713",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","narendramodi",7150,FALSE,FALSE,NA,NA
"53","We take inspiration from this feat of a good and close friend for our own human space flight programme which will t… https://t.co/fg2r5enEWM",FALSE,20261,"narendramodi",2019-09-25 16:11:31,TRUE,"1176891990300078081","1176891992988667904","18839785","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","narendramodi",2448,FALSE,FALSE,NA,NA
"54","Very happy to learn of the successful start to what will surely be a fabulous journey into outer space by our broth… https://t.co/Ujqo8CKU17",FALSE,26112,NA,2019-09-25 16:11:30,TRUE,NA,"1176891990300078081",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","narendramodi",3226,FALSE,FALSE,NA,NA
"55","Together we can achieve exceptional things. If there is a gap anywhere, I will be personally there to bridge it. https://t.co/bBUTrGCP6a",FALSE,25372,NA,2019-09-25 15:28:30,FALSE,NA,"1176881167141916673",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>","narendramodi",4711,FALSE,FALSE,NA,NA
